PPPSY,5,752,['2021-02-13'],"贾玲第一次当导演就能拍出这水准的片子，可见用心和不用心做事的区别到底在哪里，我觉得做春节烂片的导演们真的该好好反省反省。故事虽然有点像某个电视剧的剧情，但也不全是一样，加上看得出来贾玲确实放了真情实感，后面的回忆杀真的让人泪目。前半段的笑点也很多，划船那段真的笑到打滚！沈腾贾玲真的是喜剧质量的保证。而且演员们的演技还是都不错的。值得去电影院支持。"
FrancoisG,5,694,['2021-02-14'],这并不是一个穿越的故事，而是是一个母亲在弥留之际创造出来安慰女儿的梦，真的特别特别特别好，贾玲值得。9/10 
裴村的劳伦斯,1,479,['2021-02-12'],说实话吧，这要都算电影，电影的门槛是太低了点。
红萝卜蹲完,5,649,['2021-02-14'],"“我的女儿，只要健康快乐就行了”
神不能一直在，所以创造了妈妈"
娜塔莉,5,584,['2021-02-14'],"不是我拉男女对立啊。当屏幕上出现 “贾玲 执导”字样的时候，就比起那些拍了几个直男癌片子就写“××× 导演作品”的，要真诚多了。
“作品”这个词是自己叫的吗。。"
苏苏JyeArtemis,1,320,['2021-02-12'],2021年了，还有电影的内核是“子女反哺父母”呢？女儿想给她母亲当妈？子女为父母的人生负责？孩子是造成父母人生不幸福的原因？那你们干脆别生好了，生孩子不是满足你们自己的繁殖欲吗？而让一个女人改变命运走向成功的方法就是嫁给那个将来会有钱的男人？？？EXCUSE ME？？？
泡椒江湖骗子,5,652,['2021-02-14'],让她再选一次，她还是义无反顾的选择了有你的人生
慢一点又怎样,2,337,['2021-02-12'],太过个人化了，贾玲哭了太多，纪念自己的母亲没问题，但是拍成电影给观众看，能不能考虑下观众的感受？一味宣泄导演的个人情感，拍成家庭录像自己纪念不是更好？
孙小Q的妈咪,3,443,['2021-02-16'],看到8.3分才决定去看的，看完了，就这？是我要求太高了吗？很多桥段感觉很刻意和做作，张小菲的假笑只有我感受到了吗……最后的反转的确有感动到，但也不至于如热搜所说湿了两个口罩吧，我还特意有所准备，我的感受是这部剧营销过头了吧
朝暮雪,3,311,['2021-02-14'],"贾晓玲撮合李焕英和沈光林这段有很多笑点，但内核是很扎心的。
因为它体现了贾晓玲的自卑和丧，她觉得自己活着什么用都没有，她凭借自己无法让母亲过上更好的生活，所以她才想出这个办法。
很多人看了《李焕英》后都说：如果母亲生的不是我，她是不是会过得更幸福。
但这并不是电影想要表达的主题，电影想表达的是，你的母亲觉得有你这样的儿女，就已经很幸福了。
贾晓玲说她会看相，她看到李焕英未来的女儿会出国留学，而且收入很高。
而李焕英说，我的女儿，我就让她健康快乐就行了。
其实天下母亲都是如此。
如果我们能功成名就当然更好，但如果我们没有功成名就，难道她们就会觉得我们不配做她们的儿女吗？
事实是无论我们贫穷还是富贵，成功还是平凡，她们都会以我们为傲。
因为重要的不是我们做出多大的成就，重要的是“我们”。"
kaiichi,2,332,['2021-02-12'],看电影最厌恶的就是电影里的人强行煽情哭了但是看的人很尴尬。喜剧部分也做得不怎么样，沈腾说是男一的戏份但是存在感比陈赫还弱，更看得人难受了。
控烟劝导员,2,272,['2021-02-12'],毫无导演功底，唯一可说的是贾玲的真诚和张小斐奉献了一场优秀的表演。
当幸福来敲门,1,264,['2021-02-12'],现在的喜剧已经不是喜剧，都是让你一会笑一会哭的，pua套路
不朽浩克,1,247,['2021-02-13'],"1.5。喜剧元素出众，笑点属上乘。靠细节抓住时代感，通过时代落差反过来促进笑点
""自我记事以来，母亲就一直是一个中年妇女，但是我们却容易忘记她曾经也是一个花季少女""。说得很好，可惜没有任何意义，在鸡汤里都算下流水平
电影很好地完成了风格的转变，至少效果是达到了的，电影院里前半段笑声不断，后半段鸦雀无声，真正地做到了""有笑有泪，喜剧的内核是悲剧""的大众低俗标准，可惜转场的生硬导致全片漏洞百出，然而这些都在观众的哽咽中抛在脑后
贾玲的确用心拍摄了这部电影，真情实感在影像的流动间溢出屏幕，对母爱的赞美让我们感同身受，很好地做到了共情，可惜这不是电影的评判标准
""献给所有伟大的母亲""，主题一下子升华，电影结束后观众的赞美声再次证明了煽情永远是电影最低级最取巧的表现手法。片中的母爱远没有达到伟大的地步"
昨天作废.,4,343,['2021-02-13'],我最忘情的哭声有两次，一次，在我生命的开始；一次，在你生命的告终。第一次，我不会记得，是听你说的；第二次，你不会晓得，我说也没有用。但两次哭声的中间啊，有无穷无尽的笑声。一遍一遍又一遍，回荡了整整三十年。你都晓得，我都记得。——余光中《今生今世》
守望电影,5,549,['2021-02-12'],没想到李焕英后劲这么大，电影讲了一个非常朴素的价值观，妈妈在成为妈妈之前，首先是她自己。即使我们都长大可以照顾自己，但在未成家前，妈妈说少做一顿饭她也会感到愧疚；我说妈妈你可以不用感到愧疚，她说你是孩子，你不懂母亲。近几年很努力地在让我的妈妈有一点自己的想法，我问她你喜欢吃什么，你喜欢看什么，你喜欢穿什么，你休息的时候就好好睡觉。我拼命地告诉她除了是妻子和母亲之外，她首先先是她自己，她这一辈子为别人活太多了，但是我只想她为自己活。希望每一个妈妈都能收获自由。
CrysBeer_CLC,5,593,['2021-02-15'],咋说呢，贾玲太牛了，不玩梗的那种搞笑，一点都不低俗，但是笑点通俗易懂，演员也都特别好，而且有一个点很戳我，就是后面暗示了王琴的发达不是因为靠男人，中国就是应该多有这样的思想纠正啊！！催泪的地方也容易产生共情，后半段我一边哭一边骂：这特么咋没完没了了……然后继续哭....好了好了，我爱我妈妈，虽然我们也会吵架，但是我很爱她，一直爱她
茉莉味的条纹衫,5,518,['2021-02-13'],"新年第一部觉得最值得五星的片子，很好笑也很好哭。阳光下张小斐穿百褶裙真的漂亮，打排球真的飒。
另，沈腾叔叔的表演让我相信雪姨阿姨是靠自己让她女儿去米国念书的。
"
刘大壮,3,292,['2021-02-14'],"观感有些复杂 哭了
但你又知道这个哭是生理性的，被煽动的
你不太确定那是不是感动，你为这样的自己感到厌恶"
野生丹尼,2,278,['2021-02-12'],基本上和夏洛特烦恼一个套路，穿越过去弥补现实生活的遗憾。但剧本比不上夏洛打磨的千锤百炼。能看出贾玲对母亲的真挚感情，但不足以撑起一部电影的篇幅。
迟恩,5,581,['2021-02-13'],"我未来的女儿，我就让她健康快乐就行了。


"
张小北,4,171,['2021-02-13'],让观众笑的同时还能笑中带泪，这不是靠技巧能做到的。贾玲在《你好，李焕英》里也不是靠技巧去和观众交流的，她是真掏心掏肺，心无杂念。这真的是她的人生，她的遗憾，她的渴望，普通观众在电影院里看到这种故事，根本抵挡不住，笑着笑着情不自禁眼泪就下来了。80 后也到了开始怀旧的年龄了，美好的 80 年代在好几部电影中都带着暖色滤镜出现了——不是那个年代真的有多好，那只是一代人再也回不去的理想国。光滑洁净的回忆，必定映衬的是坚硬冰冷的现在。为什么都开始怀旧了？因为意识到自己面对生活已经逐渐无能为力了。虽然可以刷抖音快手的短视频来暂时地麻醉自己，但你放下手机的同时就会忘记刚才自己在笑什么。真正能让一代人同悲共喜还走心的，还得是「电影」。
惑星凛,5,530,['2021-02-12'],"作为喜剧电影，贾玲+沈腾的效果，没得说，就是简单直接的「好看」。前面所有的积累的笑点，在最后用一个非常精妙的反转把情绪点燃。看过小品的人也剧透不了电影。这个结尾，简直神来一笔，绝。
喜剧之上的内核是女性导演视角下的女性角色。贾玲和李焕英之间，不仅是妈妈和女儿之间双向的爱。非常自然的，就是一个女性对另外一个女性的理解和关爱，希望对方高兴、快乐。是「就算我不出生也没关系，我就希望我妈开心我妈不受委屈」的心情。
诚意十足的喜剧，真情实感的动人，意料不到的结局，以及还给妈妈青春和名字。"
南烛,5,528,['2021-02-13'],“你以为你已经很爱很爱妈妈了，其实妈妈比你想象中更爱更爱你。”
刘十九,3,306,['2021-02-12'],如今想看一部不着重煽情的喜剧已经成为奢求了吗
高不帅,5,465,['2021-02-16'],感谢贾导。感谢李阿姨，是你的女儿阻止了《唐3》这种烂片成为2021年春节档票房冠军，她永远是您的骄傲。
柯得姬女士,5,457,['2021-02-15'],以为穿越是为了改变她的人生轨迹，竟然只是了却自己的遗憾。原来从天而降的大胖妞无论有多重，她都会毫不犹豫接住她的宝儿。裤子无论多破，她都会缝成小熊。今生母女一场，只能化作目送。以为她希望我有出息，原来她只需要我平安。以为她想换个女儿，原来她从没后悔。以为多了解她，原来还是误会了她。
树大陈,3,288,['2021-02-14'],到底是一种怎样的执念，让焕英这老母亲，在人生最后的回光返照里，在明知晓玲的破洞牛仔裤是流行的情况下，都要把那洞给缝上？
遇見小怪獸🌈,2,259,['2021-02-12'],放在大过年，大年初一给老子哭？？？？为什么喜剧一定要哭！不哭不行嘛？？
＃Lanius,4,218,['2021-02-17'],贾玲哭的时候很明显没有在演戏，这是最让人伤心的。
大聪看电影,4,212,['2021-02-12'],"太意外了，意外的好看！影片喜剧成分的编织就不多说了，这本来就是贾玲的强项专长，不过在剧情的伏笔和安排上，却让人看到了真诚的真情，真挚的真实。
影片取材的灵感来自于贾玲和母亲李焕英的真实故事，贾玲正是为了怀念因为去世的母亲，才有了做这电影的冲动，结尾的处理真的让人破防，这是一部不能剧透的电影，推荐去影院感受那种笑中带泪的氛围，相信能唤起大家的家庭共鸣，尤其是带着父母去看，效果倍佳。
贾玲作为一位新人导演，这次成绩单交得真的棒！"
Endurance,2,269,['2021-02-12'],蛤，8分？是因为我没看过开心麻花，对这个体系的喜剧存在一些误会吗？我以为自己对贺岁片已经够宽容低期待了，唐探，飞驰人生，流浪地球，都是手松一松能给4星的贺岁片，但李焕英是真的不行，毫无新意，所有的场景台词都是能找到一百八十个前辈的陈词滥调，听听你妈年轻时候的故事都比买票跟着别人哭强啊，脱离不了屎尿屁和融梗的国产喜剧，太廉价。
油炸绿菠萝,5,467,['2021-02-13'],又好笑又好哭，配得上8.3分的高分，里面的女演员都好漂亮啊，李焕英、王琴、艳华，还有麦收的女孩，都有让人眼前一亮的惊艳，不是千篇一律的美，是各有特色、各有力量的好看，女导演和女性凝视让电影无比舒服。
不眠野火,2,295,['2021-02-13'],笼统的看下豆瓣评分就去看了，真的很失望，感觉评分是刷的，不值票价和时间，贾玲值得尊敬，母爱更值得赞扬，但这种形式，就像小学的感恩大会，有一个人拼命的在台上讲，拿出各种故事拼命的渲染，好像不感动不哭就是不合适宜。
遇見小怪獸🌈,2,259,['2021-02-12'],放在大过年，大年初一给老子哭？？？？为什么喜剧一定要哭！不哭不行嘛？？
Endurance,2,269,['2021-02-12'],蛤，8分？是因为我没看过开心麻花，对这个体系的喜剧存在一些误会吗？我以为自己对贺岁片已经够宽容低期待了，唐探，飞驰人生，流浪地球，都是手松一松能给4星的贺岁片，但李焕英是真的不行，毫无新意，所有的场景台词都是能找到一百八十个前辈的陈词滥调，听听你妈年轻时候的故事都比买票跟着别人哭强啊，脱离不了屎尿屁和融梗的国产喜剧，太廉价。
